Timestamp,GrabEventOccurred,BlueBowl_Position_X,BlueBowl_Position_Y,BlueBowl_Position_Z,BlueBowl_Rotation_X,BlueBowl_Rotation_Y,BlueBowl_Rotation_Z,BlueCup_Position_X,BlueCup_Position_Y,BlueCup_Position_Z,BlueCup_Rotation_X,BlueCup_Rotation_Y,BlueCup_Rotation_Z,BronzeBottle_Position_X,BronzeBottle_Position_Y,BronzeBottle_Position_Z,BronzeBottle_Rotation_X,BronzeBottle_Rotation_Y,BronzeBottle_Rotation_Z,CeladonBottle_Position_X,CeladonBottle_Position_Y,CeladonBottle_Position_Z,CeladonBottle_Rotation_X,CeladonBottle_Rotation_Y,CeladonBottle_Rotation_Z,RedBowl_Position_X,RedBowl_Position_Y,RedBowl_Position_Z,RedBowl_Rotation_X,RedBowl_Rotation_Y,RedBowl_Rotation_Z,RedCup_Position_X,RedCup_Position_Y,RedCup_Position_Z,RedCup_Rotation_X,RedCup_Rotation_Y,RedCup_Rotation_Z,WhiteBottle_Position_X,WhiteBottle_Position_Y,WhiteBottle_Position_Z,WhiteBottle_Rotation_X,WhiteBottle_Rotation_Y,WhiteBottle_Rotation_Z,WhiteBowl_Position_X,WhiteBowl_Position_Y,WhiteBowl_Position_Z,WhiteBowl_Rotation_X,WhiteBowl_Rotation_Y,WhiteBowl_Rotation_Z,WhiteCup_Position_X,WhiteCup_Position_Y,WhiteCup_Position_Z,WhiteCup_Rotation_X,WhiteCup_Rotation_Y,WhiteCup_Rotation_Z,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ,EyePosX,EyePosY,EyePosZ,EyeRotX,EyeRotY,EyeRotZ,LeftShoulderX_Delta,LeftShoulderY_Delta,LeftShoulderZ_Delta,RightShoulderX_Delta,RightShoulderY_Delta,RightShoulderZ_Delta,LeftElbowX_Delta,LeftElbowY_Delta,LeftElbowZ_Delta,RightElbowX_Delta,RightElbowY_Delta,RightElbowZ_Delta,LeftWristX_Delta,LeftWristY_Delta,LeftWristZ_Delta,RightWristX_Delta,RightWristY_Delta,RightWristZ_Delta,LeftHipX_Delta,LeftHipY_Delta,LeftHipZ_Delta,RightHipX_Delta,RightHipY_Delta,RightHipZ_Delta,LeftKneeX_Delta,LeftKneeY_Delta,LeftKneeZ_Delta,RightKneeX_Delta,RightKneeY_Delta,RightKneeZ_Delta,LeftAnkleX_Delta,LeftAnkleY_Delta,LeftAnkleZ_Delta,RightAnkleX_Delta,RightAnkleY_Delta,RightAnkleZ_Delta,Angle_RS_LS_LE,Angle_LS_LE_LW,Angle_LS_RS_RE,Angle_RS_RE_RW,Angle_LS_LH_LK,Angle_RS_RH_RK,Angle_LH_LK_LA,Angle_RH_RK_RA,RedBowl_Distance,RedBowl_Angle,RedBowl_HeadAngle,WhiteBowl_Distance,WhiteBowl_Angle,WhiteBowl_HeadAngle,BlueBowl_Distance,BlueBowl_Angle,BlueBowl_HeadAngle,BronzeBottle_Distance,BronzeBottle_Angle,BronzeBottle_HeadAngle,WhiteBottle_Distance,WhiteBottle_Angle,WhiteBottle_HeadAngle,CeladonBottle_Distance,CeladonBottle_Angle,CeladonBottle_HeadAngle,BlueCup_Distance,BlueCup_Angle,BlueCup_HeadAngle,WhiteCup_Distance,WhiteCup_Angle,WhiteCup_HeadAngle,RedCup_Distance,RedCup_Angle,RedCup_HeadAngle
0.0,0,-2.072,0.77,0.602,2.504481e-06,184.885,-4.389166e-13,-0.65,1.057,1.945,0.0,356.3098,0.0,1.553,0.798,1.069,0.0,89.57056,0.0,1.547105,0.7938014,0.6144472,0.0,89.57056,0.0,-2.108,0.7699999,0.01399994,9.334681e-06,184.885,-9.159998e-13,-0.20956,1.01848,1.95236,0.0,86.30981,0.0,1.538699,0.7964125,0.8490537,0.0,263.6404,0.0,-1.999803,0.7699999,0.2981206,2.504481e-06,184.885,-4.389166e-13,-0.4289426,1.018366,1.951238,0.0,86.30981,0.0,0.2411362,1.556492,0.06300306,355.5578,349.2403,2.767481,0.270908,1.557951,0.06854524,3.173901,344.5961,3.14373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.5475867532741,120.02368621398185,96.1087988378586,156.1513530962147,170.1663609936846,152.56908664273294,153.98814956494982,146.95256920694743,2.477783,75.61146,82.02560236139722,2.386558,68.91938,75.40165062213057,2.501936,62.13863,68.60134368521163,1.81888,68.02744,67.88728855383738,1.69684,73.99702,73.85445804735299,1.609765,81.67846,81.41528607966255,2.141385,14.78803,22.512159513845347,2.074612,11.76872,20.77269033379131,2.015504,11.43063,19.554842877432176
0.0110321,0,-2.072,0.77,0.602,2.504481e-06,184.885,-4.389166e-13,-0.65,1.057,1.945,0.0,356.3098,0.0,1.553,0.798,1.069,0.0,89.57056,0.0,1.547105,0.7938014,0.6144472,0.0,89.57056,0.0,-2.108,0.7699999,0.01399994,9.334681e-06,184.885,-9.159998e-13,-0.20956,1.01848,1.95236,0.0,86.30981,0.0,1.538699,0.7964125,0.8490537,0.0,263.6404,0.0,-1.999803,0.7699999,0.2981206,2.504481e-06,184.885,-4.389166e-13,-0.4289426,1.018366,1.951238,0.0,86.30981,0.0,0.2393604,1.556056,0.06325558,355.6525,349.2501,2.727826,0.2691334,1.557495,0.06879678,2.334995,344.5616,3.093274,0.00012692000000003034,3.099999999922609e-06,-0.0013439579999999993,7.558000000001952e-05,-9.945999999999566e-05,-0.0026944359999999112,0.0001506199999999347,9.401999999997246e-05,0.00010212790000000002,0.00010683999999999694,9.400000000048259e-07,-0.001624169999999911,0.00014012000000002134,1.0139999999936311e-05,2.408800000000544e-05,0.0002592399999999939,-5.3999999999998494e-05,-0.0029945200000000005,0.0003717200000000198,-2.9740000000000322e-05,5.8533999999998976e-05,4.5100000000020124e-05,1.2799999999923983e-06,-5.842600000000031e-05,0.00025880000000000347,7.200000000096018e-07,0.0007216759999999975,2.8299999999981118e-05,1.4460000000049433e-05,-3.462400000000046e-05,8.214000000000832e-05,-8.420000000008976e-06,0.0022762599999999883,-1.62400000000007e-05,-0.00016212000000004334,3.890399999999933e-05,103.61291971179163,119.00088134449898,95.19573308738228,154.2761931742413,170.0467375177954,151.7052875335457,153.6877168200885,146.88019270802388,2.475967,75.83495,82.01993060393181,2.384722,69.15788,75.38856693764548,2.500103,62.36443,68.5826085238238,1.819841,68.42873,67.86218221154877,1.697886,74.41368,73.82728981153264,1.610913,82.11588,81.38426407398038,2.140323,15.33511,22.425742809360937,2.073696,12.48307,20.67683243022103,2.014754,12.26551,19.458026133802033
0.0221405,0,-2.072,0.77,0.602,2.504481e-06,184.885,-4.389166e-13,-0.65,1.057,1.945,0.0,356.3098,0.0,1.553,0.798,1.069,0.0,89.57056,0.0,1.547105,0.7938014,0.6144472,0.0,89.57056,0.0,-2.108,0.7699999,0.01399994,9.334681e-06,184.885,-9.159998e-13,-0.20956,1.01848,1.95236,0.0,86.30981,0.0,1.538699,0.7964125,0.8490537,0.0,263.6404,0.0,-1.999803,0.7699999,0.2981206,2.504481e-06,184.885,-4.389166e-13,-0.4289426,1.018366,1.951238,0.0,86.30981,0.0,0.2376488,1.555619,0.06351016,355.7512,349.2626,2.683716,0.2674233,1.557034,0.0690492,2.429768,344.5686,3.041317,0.00012691999999997483,3.1000000000891426e-06,-0.0013439579999999993,7.557999999996401e-05,-9.945999999999566e-05,-0.0026944360000000916,0.0001506199999999902,9.402000000002797e-05,0.00010212790000000002,0.00010683999999999694,9.400000000048259e-07,-0.0016241700000000914,0.00014012000000002134,1.0139999999991822e-05,2.40879999999985e-05,0.0002592399999999939,-5.3999999999998494e-05,-0.0029945200000000005,0.0003717199999999643,-2.9740000000000322e-05,5.853399999990183e-05,4.5100000000020124e-05,1.2799999999923983e-06,-5.842600000000031e-05,0.00025880000000000347,7.200000000096018e-07,0.0007216759999999975,2.8299999999981118e-05,1.4459999999938411e-05,-3.462400000000046e-05,8.214000000000832e-05,-8.420000000008976e-06,0.002276260000000002,-1.62400000000007e-05,-0.00016211999999993232,3.8903999999902183e-05,104.6644635034283,117.99484758046756,94.28301448893772,152.416461494795,169.92547716388523,150.85576333375784,153.39824944788253,146.8076424340671,2.47421,75.82009,82.01610012108578,2.382946,69.13601,75.37737535551827,2.498328,62.33843,68.56590508651477,1.820754,68.42155,67.83209913681574,1.698883,74.40383,73.79522872873312,1.612009,82.09981,81.34853020710403,2.139286,15.23973,22.33980521566103,2.0728,12.37578,20.579965608462313,2.014018,12.1657,19.358655746026166
0.03326416,0,-2.072,0.77,0.602,2.504481e-06,184.885,-4.389166e-13,-0.65,1.057,1.945,0.0,356.3098,0.0,1.553,0.798,1.069,0.0,89.57056,0.0,1.547105,0.7938014,0.6144472,0.0,89.57056,0.0,-2.108,0.7699999,0.01399994,9.334681e-06,184.885,-9.159998e-13,-0.20956,1.01848,1.95236,0.0,86.30981,0.0,1.538699,0.7964125,0.8490537,0.0,263.6404,0.0,-1.999803,0.7699999,0.2981206,2.504481e-06,184.885,-4.389166e-13,-0.4289426,1.018366,1.951238,0.0,86.30981,0.0,0.2360037,1.555261,0.06379226,355.865,349.2561,2.66669,0.2657773,1.556668,0.06933814,2.506458,345.2483,2.967679,0.00012692000000003034,3.0999999999781203e-06,-0.0013439579999999993,7.558000000001952e-05,-9.945999999999566e-05,-0.0026944359999998974,0.00015062000000010123,9.401999999997246e-05,0.00010212789999989994,0.00010683999999999694,9.400000000048259e-07,-0.001624169999999897,0.00014011999999996583,1.0140000000102845e-05,2.40879999999985e-05,0.0002592399999999939,-5.3999999999998494e-05,-0.0029945200000000005,0.0003717200000000198,-2.9740000000000322e-05,5.853400000009959e-05,4.509999999996461e-05,1.2799999999923983e-06,-5.842600000000031e-05,0.00025880000000000347,7.199999999540907e-07,0.0007216760000000044,2.830000000003663e-05,1.4460000000049433e-05,-3.4623999999899846e-05,8.21399999998973e-05,-8.420000000008976e-06,0.002276260000000002,-1.62400000000007e-05,-0.00016212000000004334,3.890400000010341e-05,105.70165332802559,117.0055947542785,93.3715219724616,150.57339248032787,169.80282304142668,150.02076137112348,153.11957167996698,146.73491830266985,2.472543,76.45287,81.98712155938172,2.381255,69.75732,75.34093834008804,2.496634,62.95758,68.5240755700015,1.821638,67.8046,67.81000989357524,1.699853,73.7904,73.77100777648586,1.613081,81.49007,81.32065419545282,2.138273,15.62781,22.2276716274194,2.071922,12.58595,20.45840451662501,2.013294,12.05699,19.238399241852385
0.04421997,0,-2.072,0.77,0.602,2.504481e-06,184.885,-4.389166e-13,-0.65,1.057,1.945,0.0,356.3098,0.0,1.553,0.798,1.069,0.0,89.57056,0.0,1.547105,0.7938014,0.6144472,0.0,89.57056,0.0,-2.108,0.7699999,0.01399994,9.334681e-06,184.885,-9.159998e-13,-0.20956,1.01848,1.95236,0.0,86.30981,0.0,1.538699,0.7964125,0.8490537,0.0,263.6404,0.0,-1.999803,0.7699999,0.2981206,2.504481e-06,184.885,-4.389166e-13,-0.4289426,1.018366,1.951238,0.0,86.30981,0.0,0.2343099,1.554928,0.06402464,355.9766,349.2707,2.638786,0.2640849,1.55632,0.06956676,2.615832,345.2593,2.932074,0.00012691999999997483,3.1000000000336314e-06,-0.0013439580000000062,7.557999999996401e-05,-9.945999999999566e-05,-0.0026944360000001055,0.0001506199999999902,9.402000000002797e-05,0.00010212790000010009,0.00010683999999999694,9.400000000048259e-07,-0.0016241700000001053,0.00014012000000002134,1.0139999999991822e-05,2.4088000000102583e-05,0.00025924000000004943,-5.3999999999998494e-05,-0.0029945200000000005,0.0003717199999999088,-2.9740000000000322e-05,5.8533999999998976e-05,4.5100000000020124e-05,1.2799999999923983e-06,-5.842600000000031e-05,0.00025880000000000347,7.200000000096018e-07,0.0007216759999999975,2.8299999999981118e-05,1.4459999999938411e-05,-3.4624000000097604e-05,8.214000000006383e-05,-8.420000000008976e-06,0.002276260000000002,-1.62400000000007e-05,-0.00016211999999993232,3.890399999999933e-05,106.72401533865616,116.03309890804427,92.46206648279464,148.74804724892843,169.67900548819566,149.20046006449255,152.85150027696224,146.66202023437373,2.470836,76.43709,81.97918072135981,2.379532,69.73437,75.32534341249907,2.494914,62.93086,68.50306303418887,1.822597,67.78736,67.77127721655236,1.700896,73.77005,73.72999266245658,1.614221,81.46291,81.27566762383414,2.137289,15.52854,22.132536905260928,2.071081,12.47081,20.35004379187955,2.012612,11.94331,19.126105791251263
0.05522156,0,-2.072,0.77,0.602,2.504481e-06,184.885,-4.389166e-13,-0.65,1.057,1.945,0.0,356.3098,0.0,1.553,0.798,1.069,0.0,89.57056,0.0,1.547105,0.7938014,0.6144472,0.0,89.57056,0.0,-2.108,0.7699999,0.01399994,9.334681e-06,184.885,-9.159998e-13,-0.20956,1.01848,1.95236,0.0,86.30981,0.0,1.538699,0.7964125,0.8490537,0.0,263.6404,0.0,-1.999803,0.7699999,0.2981206,2.504481e-06,184.885,-4.389166e-13,-0.4289426,1.018366,1.951238,0.0,86.30981,0.0,0.2326688,1.554604,0.06428167,356.099,349.2562,2.624021,0.2624421,1.555989,0.06983485,2.736947,345.2427,2.908787,0.00012692000000003034,3.0999999999781203e-06,-0.0013439579999999993,7.558000000001952e-05,-9.945999999999566e-05,-0.0026944359999999945,0.0001506199999999902,9.401999999997246e-05,0.00010212789999999991,0.00010683999999999694,9.400000000048259e-07,-0.0016241699999999942,0.00014012000000002134,1.0139999999991822e-05,2.4087999999901355e-05,0.0002592399999999939,-5.3999999999998494e-05,-0.0029945200000000005,0.0003717200000000753,-2.9740000000000322e-05,5.8533999999998976e-05,4.5100000000020124e-05,1.2799999999923983e-06,-5.842600000000031e-05,0.00025880000000000347,7.200000000096018e-07,0.0007216759999999975,2.830000000003663e-05,1.4460000000049433e-05,-3.462400000000046e-05,8.214000000000832e-05,-8.420000000008976e-06,0.002276260000000002,-1.62400000000007e-05,-0.00016212000000004334,3.890399999999933e-05,107.7311588559543,115.0773048261943,91.55539537941678,146.9413463333462,169.55424222185377,148.3949775117028,152.59384558895385,146.58894815269588,2.469183,76.39233,81.93922565654444,2.37786,69.68256,75.27780410234874,2.49324,62.87542,68.45020792868316,1.823509,67.79122,67.75153085183915,1.701892,73.77055,73.70783970657402,1.615316,81.45612,81.2496235296516,2.136309,15.40314,22.008705156833138,2.070238,12.33369,20.217270189015164,2.011924,11.81928,18.99637050345555
0.0668335,0,-2.072,0.77,0.602,2.504481e-06,184.885,-4.389166e-13,-0.65,1.057,1.945,0.0,356.3098,0.0,1.553,0.798,1.069,0.0,89.57056,0.0,1.547105,0.7938014,0.6144472,0.0,89.57056,0.0,-2.108,0.7699999,0.01399994,9.334681e-06,184.885,-9.159998e-13,-0.20956,1.01848,1.95236,0.0,86.30981,0.0,1.538699,0.7964125,0.8490537,0.0,263.6404,0.0,-1.999803,0.7699999,0.2981206,2.504481e-06,184.885,-4.389166e-13,-0.4289426,1.018366,1.951238,0.0,86.30981,0.0,0.2309589,1.55444,0.06441949,356.1969,349.2987,2.617167,0.260736,1.555822,0.06995316,2.16878,345.2532,2.893455,0.00029409999999996383,6.575000000008657e-06,-0.00024110249999999972,6.43249999999207e-05,-0.00015082500000002108,-0.0015712999999999977,0.0001556000000000335,6.725000000001868e-05,5.016125000000004e-05,0.0001319249999999772,-7.705000000002293e-05,-0.0015486200000000006,9.929999999996886e-05,9.37499999992264e-06,-6.876499999990127e-05,0.00026157499999995837,-0.00026290000000001035,-0.00133635,0.000230275000000002,-0.00015637499999998639,3.297000000000022e-05,5.410000000000137e-05,-7.645000000006119e-05,-3.393749999999751e-05,0.0002455249999999687,-9.15249999999812e-05,0.0015451975000000048,3.6249999999515836e-06,-1.0550000000053572e-05,-0.0003253424999999019,9.110000000001062e-05,-4.999999999999449e-05,0.0019244999999999957,-5.750000000026567e-07,-7.932499999996345e-05,-0.0009715250000000009,108.14466422472425,114.80184172466362,91.22729158280005,147.02325538295125,170.23724415499393,147.75070876769456,153.28077239298221,146.68126878198524,2.467513,76.57591,81.95755773519446,2.376186,69.87494,75.28862643633146,2.491578,63.05831,68.45588851752379,1.824603,68.04031,67.69451822617482,1.703068,74.0286,73.64821678002838,1.616584,81.72587,81.18542636711375,2.135443,15.78767,21.940657457505022,2.069524,12.82394,20.132464284740156,2.011375,12.38749,18.90178331742091
0.07807922,0,-2.072,0.77,0.602,2.504481e-06,184.885,-4.389166e-13,-0.65,1.057,1.945,0.0,356.3098,0.0,1.553,0.798,1.069,0.0,89.57056,0.0,1.547105,0.7938014,0.6144472,0.0,89.57056,0.0,-2.108,0.7699999,0.01399994,9.334681e-06,184.885,-9.159998e-13,-0.20956,1.01848,1.95236,0.0,86.30981,0.0,1.538699,0.7964125,0.8490537,0.0,263.6404,0.0,-1.999803,0.7699999,0.2981206,2.504481e-06,184.885,-4.389166e-13,-0.4289426,1.018366,1.951238,0.0,86.30981,0.0,0.2293398,1.554208,0.06462605,356.2752,349.3195,2.637504,0.2591182,1.5556,0.07014998,2.24832,345.2759,2.908185,0.00029410000000001935,6.575000000008657e-06,-0.00024110249999999972,6.432500000008723e-05,-0.00015082499999996557,-0.0015713000000000116,0.00015559999999997798,6.724999999996317e-05,5.016125000000004e-05,0.0001319250000000327,-7.705000000002293e-05,-0.0015486200000000006,9.930000000002437e-05,9.375000000089173e-06,-6.876499999999841e-05,0.0002615750000000139,-0.00026290000000006586,-0.00133635,0.000230275000000002,-0.0001563750000000419,3.297000000000022e-05,5.409999999989035e-05,-7.644999999989466e-05,-3.393750000000098e-05,0.0002455250000000242,-9.152500000003672e-05,0.001545197499999998,3.6250000000070948e-06,-1.054999999994255e-05,-0.00032534250000009965,9.110000000001062e-05,-4.999999999999449e-05,0.0019245000000000095,-5.750000000026567e-07,-7.932500000007447e-05,-0.0009715250000000009,108.549422297956,114.5272042778272,90.90812996415633,147.10552781885139,170.91101134453183,147.111701928462,153.96063165135254,146.77587497400097,2.465908,76.57936,81.9589595928806,2.374569,69.87205,75.28334243847792,2.489964,63.05165,68.44565562890536,1.825567,68.02208,67.66500338153374,1.704113,74.00782,73.61653674046134,1.617723,81.69921,81.14979073077157,2.13454,15.71978,21.868419977430637,2.068759,12.74357,20.049962037698663,2.010766,12.30674,18.816602842459186
0.08868408,0,-2.072,0.77,0.602,2.504481e-06,184.885,-4.389166e-13,-0.65,1.057,1.945,0.0,356.3098,0.0,1.553,0.798,1.069,0.0,89.57056,0.0,1.547105,0.7938014,0.6144472,0.0,89.57056,0.0,-2.108,0.7699999,0.01399994,9.334681e-06,184.885,-9.159998e-13,-0.20956,1.01848,1.95236,0.0,86.30981,0.0,1.538699,0.7964125,0.8490537,0.0,263.6404,0.0,-1.999803,0.7699999,0.2981206,2.504481e-06,184.885,-4.389166e-13,-0.4289426,1.018366,1.951238,0.0,86.30981,0.0,0.2277501,1.553953,0.06482278,356.3631,349.3378,2.633713,0.2575299,1.555344,0.07033947,2.335675,345.2935,2.898209,0.00029409999999996383,6.575000000008657e-06,-0.00024110249999999972,6.43249999999762e-05,-0.00015082500000002108,-0.0015712999999999977,0.00015559999999997798,6.725000000001868e-05,5.016125000000004e-05,0.0001319249999999772,-7.704999999996742e-05,-0.0015486200000000006,9.929999999996886e-05,9.37499999997815e-06,-6.87650000001025e-05,0.0002615750000000139,-0.0002628999999998993,-0.00133635,0.000230275000000002,-0.00015637499999998639,3.297000000000022e-05,5.410000000000137e-05,-7.645000000000568e-05,-3.393750000000098e-05,0.0002455249999999132,-9.15249999999812e-05,0.001545197499999998,3.6250000000070948e-06,-1.054999999994255e-05,-0.00032534249999999904,9.110000000001062e-05,-4.999999999999449e-05,0.0019244999999999957,-5.750000000026567e-07,-7.932499999996345e-05,-0.0009715250000000009,108.94573474696834,114.25339379011065,90.59759098731782,147.1881580914604,171.57499802256325,146.47796880739938,154.63319041349084,146.8727830164329,2.464324,76.57539,81.95769346343752,2.372974,69.86162,75.27530502784566,2.488372,63.03758,68.4327285275815,1.826506,68.00465,67.63285906132404,1.705131,73.9877,73.58219687195621,1.618832,81.67305,81.11155424564464,2.133653,15.64254,21.791675181473938,2.068009,12.65331,19.96207301708343,2.010167,12.21727,18.72555237483453
0.09988403,0,-2.072,0.77,0.602,2.504481e-06,184.885,-4.389166e-13,-0.65,1.057,1.945,0.0,356.3098,0.0,1.553,0.798,1.069,0.0,89.57056,0.0,1.547105,0.7938014,0.6144472,0.0,89.57056,0.0,-2.108,0.7699999,0.01399994,9.334681e-06,184.885,-9.159998e-13,-0.20956,1.01848,1.95236,0.0,86.30981,0.0,1.538699,0.7964125,0.8490537,0.0,263.6404,0.0,-1.999803,0.7699999,0.2981206,2.504481e-06,184.885,-4.389166e-13,-0.4289426,1.018366,1.951238,0.0,86.30981,0.0,0.2262143,1.553712,0.06501868,356.4099,349.3867,2.661259,0.2559981,1.555117,0.07051001,359.2773,345.9656,2.873818,0.00029410000000001935,6.575000000008657e-06,-0.00024110249999999972,6.432500000003172e-05,-0.00015082500000002108,-0.0015712999999999977,0.0001556000000000335,6.725000000001868e-05,5.016125000000004e-05,0.0001319250000000327,-7.705000000002293e-05,-0.0015486200000000006,9.930000000002437e-05,9.375000000033662e-06,-6.876499999999841e-05,0.0002615750000000139,-0.00026290000000001035,-0.00133635,0.000230275000000002,-0.00015637499999998639,3.297000000000022e-05,5.410000000005688e-05,-7.645000000000568e-05,-3.393749999999751e-05,0.0002455250000000797,-9.15249999999812e-05,0.0015451975000000048,3.6250000000070948e-06,-1.0550000000053572e-05,-0.00032534249999999904,9.110000000001062e-05,-4.999999999999449e-05,0.0019244999999999957,-5.750000000026567e-07,-7.932499999996345e-05,-0.0009715250000000009,109.33389137271914,113.9804114664414,90.29536679817416,147.27114039252234,172.22857520524235,145.84951508707502,155.29823145981086,146.9720090108383,2.462796,78.15248,81.9939072257525,2.371433,71.50952,75.30562692663004,2.486834,64.66606,68.45843179344743,1.827413,68.65855,67.59341296468072,1.706115,74.69216,73.5410867540287,1.619904,82.45685,81.06690606021904,2.132793,18.35536,21.76137566081967,2.067281,15.6893,19.91946040096985,2.009585,15.26891,18.67444153849006
